Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
1037.705927,60.59488103,Son,Retired,1076889.897,117049.7658,Yearly,-309543.4083,Married,Medical,10.00546873,3.00185462,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
349.4388229,54.45519856,Wife,Service,554949.4847,25526.69408,Yearly,1956060.675,Married,Non Medical,11.84720511,9.99760365,Narasinghpur,Madhya Pradesh,487881,ULIP,Bancassurance,1.011535167,1/23/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1057.782519,70.14101665,Son,Profession,-92319.735,3008026.765,Yearly,4657075.612,Married,Non Medical,10.04685273,10.00348706,Sirsa,Haryana,125055,ULIP,Bancassurance,1.156952844,11/17/2021 0:00,-,-,Cancellation,Other Reason,Misselling 
1182.5108359330964,40.95474910789501,Wife,Business,1650000,159885,Half yearly,500000,Married,Medical,37.01887928991816,10.030537491153513,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,1/12/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1092.028237257245,33.895373350128914,Brother,Service,115015.2054,32196.35902,Yearly,411013.4851,Married,Non Medical,16.16977525863016,10.19528978084468,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
522.9007077825698,52.0,Spouse,Business,579951,20277,Quarterly,1136284,divorced,Non Medical,8.0,17.0,Hanumangarh,Jharkhand,714751,Variable,Bancassurance,0.996889153,09/30/2012 0:00,-,-,Lapsed,Regular Payment,No Fraud
1216.689921,42.80500383,Husband,Business,-7895.701662,1018295.293,Yearly,8640661.808,Married,Non Medical,10.10551826,9.987180865,Panipat,Haryana,132103,Pension,Bancassurance,0.968632964,12/6/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
798.5017771,50.90837597,Wife,Service,1925624.26,5230.362071,Yearly,1068078.165,Married,Medical,10.11240305,10.00679726,MUNGER,Bihar,811202,Traditional,Retail Agency,,4/25/2022 0:00,8/18/2022 0:00,9/22/2022 13:21,Cancellation,Other Reason,Misrepresentation
1330.7817571694115,45.11243915834678,Wife,Agriculturist,203998.1471,53950.32528,Quarterly,-535425.9484,Married,Medical,15.375997925777455,9.996144653614635,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,10/11/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
989.0,38.0,Wife,Profession,0,1000000,Yearly,6000000,Married,Non Medical,10.0,10.0,ERODE,Tamil Nadu,638458,ULIP,Bancassurance,1.0,12/30/2021 0:00,-,-,Cancellation,Other Reason,Signature Forgery
609.8369158,47.92990714,Wife,Service,921659.9457,103729.6522,Yearly,-2519075.333,Married,Medical,10.23476571,9.997958543,BOKARO,Jharkhand,829116,Traditional,Bancassurance,0.989032269,12/6/2022 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1192.715805,47.24461775,Wife,Self-Employed,845179.3284,71349.3041,Yearly,805048.5204,Married,Medical,23.54388596,9.936069251,AJMER,Rajasthan,305623,Traditional,Retail Agency,,11/5/2022 0:00,-,-,Lapse, ,Claims Fraud
1080.569432,42.82433182,Father,Profession,1156580.779,116040.8846,Yearly,2840799.049,Married,Non Medical,12.41702826,10.00318347,PARGANAS  NORTH,West Bengal,743165,ULIP,Retail Agency,,9/26/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1083.143486,53.27244397,Wife,Profession,915198.674,158849.6145,Yearly,-111495.0325,Married,Non Medical,12.27326585,9.978251473,Kanpur,Uttar Pradesh,209121,ULIP,Bancassurance,0.952079197,9/3/2020 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
113.76091172656945,24.0,Brother,Business,917344,44425,Monthly,5559261,Single,Medical,19.0,26.0,NASHIK,Arunachal Pradesh,314367,Traditional,Mail and Others,1.1889775696068394,12/22/2019 0:00,-,-,Active,Paid-Up,No Fraud
651.7292891243195,19.0,Wife,Defense Retired,300967,86448,Monthly,9017033,divorced,Non Medical,21.0,6.0,Sundargarh,Arunachal Pradesh,551005,ULIP,Mail and Others,1.0468346704605034,10/16/2016 0:00,-,-,Matured,Surrendered,No Fraud
965.0494387,46.81436521,Husband,Service,73465.34151,121985.2307,Yearly,60545.30653,Married,Non Medical,10.64521265,9.99814524,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1160.254499,37.03385769,Wife,Business,878757.4281,134902.9286,Yearly,441704.1759,Married,Non Medical,14.66730254,9.973689513,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1328.60058,36.24788414,Son,Housewife,9403.588179,991765.4819,Single,517901.533,widowed,Non Medical,39.51696617,10.0274051,Faridabad,Haryana,121003,Pension,Bancassurance,0.917965918,1/6/2020 0:00,-,-,Inforce,-,Signature Forgery
1092.8645471684708,43.2635599291678,Father,Profession,1156580.779,116040.8846,Yearly,2840799.049,Married,Non Medical,12.895247047923966,10.08268459610746,PARGANAS  NORTH,West Bengal,743165,ULIP,Retail Agency,,9/26/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
961.9007959,61.92740782,Spouse,Retired,-26354.44507,196941.7884,Yearly,-4047687.015,Married,Non Medical,14.57260336,10.00836933,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1236.082344,49.98908201,Son,Business,1503280.874,131013.8598,Yearly,-2035025.758,Married,Non Medical,26.38849924,10.0043427,MIDNAPUR,West Bengal,721101,Traditional,Institutional Alliance,,3/31/2023 0:00,-,-,Inforce,-,Signature Forgery
1033.837864,60.02909158,Son,Retired,1055799.635,109360.6947,Yearly,43320.56362,Married,Medical,9.670732818,3.003514371,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1257.0,48.0,Wife,Service,0 ," 500,000 ",Yearly," 3,000,000 ",Married,Non Medical,10.0,10.0,-,_Others,-,Pension,Bancassurance,1.0,16-12-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1298.092593,45.1630868,Wife,Agriculturist,358197.8759,45647.72644,Quarterly,110968.0601,Married,Medical,14.84032838,9.991621033,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,10/11/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
948.2595851,60.48586062,Spouse,Retired,14131.38358,146865.8339,Yearly,-115064.5561,Married,Non Medical,15.913721,9.975927441,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
964.7889692675303,46.0497173397668,Husband,Service,61959.13308,140844.2592,Yearly,3378014.731,Married,Non Medical,11.306348981673835,10.182145021694168,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1321.0,36.0,Son,Housewife,0,999999.99,Single,1200000,widowed,Non Medical,40.0,10.0,Faridabad,Haryana,121003,Pension,Bancassurance,1.0,1/6/2020 0:00,-,-,Inforce,-,Signature Forgery
1295.7605176797747,31.87550738759428,Wife,Agriculturist,1000000,52647.12,Yearly,400000,Married,Medical,19.089259423127647,10.2705744685563,UJJAIN,Madhya Pradesh,456010,Traditional,Retail Agency,,1/10/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
1016.0101502804722,61.9031889367996,Son,Retired,1102545.136,120849.4603,Yearly,-62101.04379,Married,Medical,9.968243880921678,3.0166841348418294,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1038.3267103169803,60.78682265436617,Son,Retired,999000,99900,Yearly,475000,Married,Medical,9.573523198528678,2.8491262987893875,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1042.63503,60.69925084,Son,Retired,924849.182,118598.9048,Yearly,3184557.323,Married,Medical,10.47858153,3.00225135,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
131.12598475729004,17.8316721560394,Grand Daughter,Housewife,1979173,11533,Monthly,5085887,Single,Non Medical,18.125354401822555,14.253401935569851,Hooghly,Maharashtra,236742,Variable,Institutional Alliance,6.095771608063901,11/03/2013 0:00,-,-,Active,Reinstated,No Fraud
1232.010099602763,42.575686121755325,Wife,Business,1923156.197,196211.1051,Half yearly,1369122.755,Married,Medical,36.21591609853479,10.07888064281392,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,1/12/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
894.1922555180613,62.0,Daughter,Retired,1582519,145770,Monthly,5280445,widowed,Non Medical,11.0,9.0,Bhubaneswar,Bihar,829391,Variable,Bancassurance,0.979855452,03/11/2012 0:00,-,-,Active,Regular Payment,No Fraud
967.9922458,60.98975697,Spouse,Retired,-202113.7997,177196.0542,Yearly,57718.13829,Married,Non Medical,15.73797696,9.854777703,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
949.0453780482004,69.0,Sister,Defense Retired,2392891,100123,Quarterly,367709,Single,Non Medical,31.0,13.0,WEST CHAMPARAN,Chattisgarh,977586,Variable,Institutional Alliance,0.865256083,08/22/2010 0:00,-,-,Lapsed,Regular Payment,No Fraud
977.150073,60.83322154,Spouse,Retired,-41456.66255,178917.0539,Yearly,835166.2116,Married,Non Medical,15.51240255,9.988921565,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1172.8647708693188,46.9347089319056,Wife,Self-Employed,1029058.655,19237.83989,Yearly,1464636.832,Married,Medical,23.212999474703867,9.979515390977156,AJMER,Rajasthan,305623,Traditional,Retail Agency,,11/5/2022 0:00,-,-,Lapse, ,Claims Fraud
1151.908512,47.10903638,Husband,Housewife,299095.6496,52186.76475,Yearly,869915.8836,Married,Non Medical,11.65896758,10.00680828,MAYURBHANJ,Odisha,757023,Traditional,Retail Agency,,6/9/2022 0:00,-,-,Inforce,-,Signature Forgery
1034.7203718205621,59.99483885092989,Son,Retired,999000,99900,Yearly,475000,Married,Medical,9.938747354848697,2.911681476432788,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1042.63503,60.69925084,Son,Retired,924849.182,118598.9048,Yearly,3184557.323,Married,Medical,10.47858153,3.00225135,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1030.0,29.0,Father,Agriculturist,475000,5000,Yearly,240000,Single,Non Medical,15.0,10.0,SONBHADRA,Uttar Pradesh,231212,Traditional,Retail Agency,,1/13/2022 0:00,-,-,Lapse, ,Claims Fraud
1009.3277611601327,47.45442607990106,Wife,Self-Employed,55909.99922,32250.81734,Yearly,464252.823,Married,Non Medical,10.530819779566624,10.127869087448065,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1267.185926,45.51805662,Wife,Agriculturist,412101.3123,98235.75197,Quarterly,-427157.026,Married,Medical,14.95385123,10.07340353,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,10/11/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
1094.063845,29.54487722,Wife,Agriculturist,511675.8638,-54011.54885,Yearly,-31920.47642,Married,Non Medical,15.00214537,9.955551266,Banaskantha,Gujarat,385120,Traditional,Retail Agency,,1/27/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
1040.0,60.0,Son,Retired,999000,99900,Yearly,475000,Married,Medical,10.0,3.0,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1006.632646,59.84141362,Son,Retired,917276.5473,113677.0177,Yearly,-91279.01345,Married,Medical,9.585639235,3.016774964,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1072.918539,35.96122705,Mother,Service,793055.4951,69191.86184,Yearly,2179151.539,Married,Non Medical,11.90954585,9.979333667,KANPUR DEHAT,Uttar Pradesh,209121,ULIP,Bancassurance,0.987671511,12/28/2022 0:00,-,-,Inforce,-,Misappropriating Funds
816.8299109,52.36311844,Son,Service,1131184.561,122834.6964,Yearly,2998874.296,Married,Medical,25.48137545,9.995290318,Hazaribag,Jharkhand,829125,Traditional,Bancassurance,1.044700145,10/13/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1309.0,42.0,Daughter,Service," 700,000 "," 70,000 ",Yearly," 1,020,000 ",widowed,Non Medical,11.0,10.0,RANCHI,Jharkhand,834010,ULIP,Bancassurance,1.0,-,-,-,Cancellation,Other Reason,Document Tampering
965.0494387,46.81436521,Husband,Service,73465.34151,121985.2307,Yearly,60545.30653,Married,Non Medical,10.64521265,9.99814524,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1287.936572,45.602119,Husband,Service,1618199.914,203837.5466,Yearly,7596572.726,Married,Non Medical,7.900954449,10.00542672,GURGAON,Haryana,122001,Traditional,Institutional Alliance,,3/12/2015 0:00,-,-,Maturity,Unpaid,Signature Forgery
1278.160802,45.67223039,Husband,Service,1511797.821,156919.0745,Yearly,5252802.373,Married,Non Medical,7.256434472,9.841253541,GURGAON,Haryana,122001,Traditional,Institutional Alliance,,3/12/2015 0:00,-,-,Maturity,Unpaid,Signature Forgery
1173.9211307913697,37.122336785362,Wife,Business,814225.1147,118393.818,Yearly,525190.3197,Married,Non Medical,15.321109817398524,10.165492534737698,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
955.8827443549104,60.34537049033735,Spouse,Retired,14131.38358,146865.8339,Yearly,-115064.5561,Married,Non Medical,16.163251801185005,9.799700903305991,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1077.51747,35.53537215,Mother,Service,747617.1558,50546.21792,Yearly,3186585.629,Married,Non Medical,12.05046075,9.995769244,KANPUR DEHAT,Uttar Pradesh,209121,ULIP,Bancassurance,1.030083357,12/28/2022 0:00,-,-,Inforce,-,Misappropriating Funds
1311.472668,45.00763106,Husband,Service,1389926.497,121551.3257,Yearly,4913543.321,Married,Non Medical,7.203384265,10.00767814,GURGAON,Haryana,122001,Traditional,Institutional Alliance,,3/12/2015 0:00,-,-,Maturity,Unpaid,Signature Forgery
430.87468191796046,49.73566188286132,Wife,Self-Employed,324284.639,97723.84912,Yearly,-1458349.689,Married,Non Medical,21.546120072709027,9.934383505133098,NASHIK,Maharashtra,422009,ULIP,Retail Agency,,5/25/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
372.698783804172,46.85399039607338,Wife,Business,1017994.189,151285.9244,Yearly,2417822.06,Married,Non Medical,13.069667761364636,9.986228287302662,HATHRAS,Uttar Pradesh,281306,ULIP,Bancassurance,1.077913013618016,1/4/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
983.3016627829844,43.02560695826424,Spouse,Business,962534.9619,46131.37803,Yearly,1527139.762,Married,Non Medical,9.828590507661747,9.828211610306903,SURAT,Gujrat,395007,Pension,Bancassurance,0.9757293133646951,8/19/2015 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1053.946160947178,59.76680973076692,Son,Retired,958430.9823,81727.07019,Yearly,991826.3872,Married,Medical,9.737368837232973,2.8039581337304007,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
952.611532018652,63.24177106626301,Spouse,Retired,-129047.0001,203172.0451,Yearly,708014.4195,Married,Non Medical,14.598225076870166,10.081523788117275,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1181.0841667754755,39.0,Daughter,Business,1491514,99083,Single,3583736,widowed,Medical,13.0,7.0,Auraiya,Gujarat,766637,Traditional,Retail Agency,1.0427445866994025,03/21/2021 0:00,-,-,Inforce,Paid-Up,No Fraud
1220.2842466728102,42.10718805477904,Wife,Business,1877364.405,176623.1168,Half yearly,498438.0559,Married,Medical,36.054535678922086,9.596429244879593,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,1/12/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1082.465105,32.15185258,Brother,Service,128990.2608,23192.01617,Yearly,478896.5994,Married,Non Medical,14.76855801,10.00430339,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1328.9993166188997,40.36861625107228,Wife,Self-Employed,537263.9958,54800.26805,Yearly,14363420.34,Married,Non Medical,14.642411238149071,10.10607228190644,Bangalore,Karnataka,560046,Traditional,Bancassurance,9.014519803164106,9/20/2016 0:00,-,-,Cancellation,Other Reason,Signature Forgery
948.5296071094891,50.49097425779992,Husband,Service,55721.08854,90217.90783,Yearly,3337501.772,Married,Non Medical,14.689743609157857,9.83690411951639,Thane,Maharashtra,401303,ULIP,Retail Agency,,4/15/2021 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
1002.3249114162596,41.48692495286608,Spouse,Agriculturist,107542.6529,-3545.998863,Yearly,-411829.4954,Married,Non Medical,9.233015249365318,9.97255525404464,Vishakapatnam,Andhra Pradesh,531027,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Claims Fraud
977.0,47.0,Husband,Service,0,100000,Yearly,900000,Married,Non Medical,10.0,10.0,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
969.7881704,48.04639087,Husband,Service,73901.87344,145581.3496,Yearly,1480094.722,Married,Non Medical,10.57017619,10.07564683,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1040.283443,53.31252498,Wife,Profession,802513.8668,92222.27821,Yearly,-2659537.969,Married,Non Medical,11.7086629,9.992700912,Kanpur,Uttar Pradesh,209121,ULIP,Bancassurance,0.918766766,9/3/2020 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
950.2048408,62.10705319,Spouse,Retired,-129047.0001,203172.0451,Yearly,708014.4195,Married,Non Medical,14.52174346,9.99669183,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1063.9962306208058,32.98045092960852,Brother,Service,100000,9033.78,Yearly,350000,Married,Non Medical,14.961840862032489,9.988058999662975,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1023.605616,59.70784124,Son,Retired,819360.6152,92597.34216,Yearly,338057.0237,Married,Medical,9.710826088,3.002806542,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
719.3478596,49.77341071,Wife,Service,938385.0235,46953.43682,Yearly,2793944.912,Married,Non Medical,10.19412401,10.02593742,TIRUTANI,Tamil Nadu,631209,Traditional,Bancassurance,0.983132465,5/8/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1033.4515194318592,60.93304618878357,Spouse,Retired,-175258.1279,172835.3761,Yearly,873275.0005,Married,Non Medical,15.317612772379253,9.719924015968289,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
999.0,58.0,Wife,Retired,0 ," 500,000 ",Yearly," 1,800,000 ",Married,Non Medical,10.0,10.0,Vadodara,Gujarat,391156,ULIP,Bancassurance,1.0,27-07-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
597.2824208,54.44039709,Wife,Service,413557.7169,4865.317623,Yearly,639314.0175,Married,Non Medical,10.02005163,9.979767491,NAGAUR,Rajasthan,341001,Traditional,Bancassurance,0.958145916,1/16/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
953.690253303739,61.52275403845197,Spouse,Retired,-129047.0001,203172.0451,Yearly,708014.4195,Married,Non Medical,14.325554891545687,10.15752370299168,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1078.4882429551499,32.869487149894155,Brother,Service,112058.8608,-14151.93737,Yearly,358556.7531,Married,Non Medical,13.683075746942839,9.8219108580062,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1033.399112,42.91164395,Son,Business,70955.44376,16250.34076,Yearly,86913.32626,Married,Medical,15.22759457,10.09009555,Rampur,Uttar Pradesh,243701,Traditional,Retail Agency,,7/21/2022 0:00,-,-,Cancellation,Other Reason,Claims Fraud
985.793124670168,54.71779346422731,Wife,Service,0,300000,Yearly,3000000,Married,Non Medical,9.947268435583604,9.723904324407515,Madurai,Tamil Nadu,625706,ULIP,Bancassurance,1.093251933483627,3/31/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1014.3144008742462,47.98613575979862,Wife,Self-Employed,49968.47274,-15456.07841,Yearly,1615656.521,Married,Non Medical,10.45558653318268,9.95959809163981,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1316.184572,40.71846054,Wife,Self-Employed,673330.9449,36420.87651,Yearly,15931991.91,Married,Non Medical,15.1921116,10.00246468,Bangalore,Karnataka,560046,Traditional,Bancassurance,9.025190473,9/20/2016 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1248.6017418870404,42.35748109201522,Father,Service,-39519.74304,793501.8839,Yearly,4692372.415,Married,Non Medical,10.337876641137315,10.023402975218286,-,_Others,-,Pension,Bancassurance,0.9911348871244618,11/29/2022 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1058.882918,47.32597048,Wife,Self-Employed,88101.61236,27641.89275,Yearly,385387.8662,Married,Non Medical,9.922847243,9.997411683,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1162.9113955630555,35.14855746755367,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.873281081508631,9.949055904509404,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1080.1601797313122,47.6411990329449,Wife,Self-Employed,88101.61236,27641.89275,Yearly,385387.8662,Married,Non Medical,9.329176778813762,10.080818020606191,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1061.0620583222951,32.01938213496651,Brother,Service,128990.2608,23192.01617,Yearly,478896.5994,Married,Non Medical,15.081654249054026,9.996531912783368,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
329.0238294,49.07748062,Son,Business,143844.8297,14712.9415,Yearly,-1127392.135,Married,Non Medical,11.90177925,9.997023089,GUNTUR,Andhra Pradesh,522310,ULIP,Bancassurance,1.039656674,12/8/2022 0:00,-,-,Cancellation,Other Reason,Misrepresentation
992.0,68.0,Son,Profession,0,500000,Yearly,3000000,Married,Non Medical,10.0,10.0,Indore,Madhya Pradesh,452001,ULIP,Retail Agency,,2/28/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
702.0598886297093,62.0,Niece,Student,2144320,76217,Quarterly,6398886,Single,Medical,30.0,17.0,GOPALGANJ,Gujrat,121299,Pension,Mail and Others,1.074331168525089,01/16/2028 0:00,-,-,Lapsed,Surrendered,No Fraud
1058.8418076757337,60.126970798248976,Son,Retired,924849.182,118598.9048,Yearly,3184557.323,Married,Medical,10.258226569286007,3.134068400775284,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
961.7471440054322,62.74992033241041,Spouse,Retired,-80530.44861,238911.4511,Yearly,309064.5567,Married,Non Medical,14.965086391861478,10.045215056535204,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1187.7636378037098,36.98372842307735,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.762266127757,10.073131605650945,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
975.9331547,54.54776422,Wife,Service,22020.81468,251457.5822,Yearly,2662303.447,Married,Non Medical,8.999427951,10.00773596,Madurai,Tamil Nadu,625706,ULIP,Bancassurance,0.99625659,3/31/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1327.041108,48.96979358,Spouse,Service,-22019.02337,1601.233311,Yearly,2235514.27,Married,Non Medical,11.03015014,10.00747204,DARRONG,Assam,784147,Traditional,Bancassurance,1.013104705,3/12/2015 0:00,11/11/2015 0:00,4/20/2016 13:21,Claim,Death Claim Paid,Claims Fraud
225.9946199,38.01262726,Wife,Agriculturist,203693.3916,46450.16897,Yearly,-546186.0447,Married,Non Medical,14.86779923,9.994110324,-,-,-,Traditional,Retail Agency,,8/18/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
